Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Variant Weight Unit,Status
handmade-oud-treble-clef-rosette,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.jsdelivr.net/gh/Divercitieslb/bob-music-store@main/import/images/OUD-03-02.jpg,2,"Handmade Oud — Carved Treble-Clef Rosette, Wide-Rib Bowl — view 2",,,,,
vintage-ornate-oud-mother-of-pearl-mosaic,Vintage Ornate Oud — Mother-of-Pearl Stars & Mosaic Inlay,"<p>A richly decorated vintage oud for players and collectors alike. The aged golden soundboard is ringed with mother-of-pearl star medallions around all three soundholes, the fingerboard carries a floral mother-of-pearl vine inlay, and the back features three vertical mosaic marquetry bands over amber and dark striped ribs.</p><ul>
<li>Mother-of-pearl star medallions and floral fingerboard inlay</li>
<li>Black pickguard with central pearl diamond</li>
<li>Checkerboard edge binding</li>
<li>Three mosaic inlay bands on the bowl</li>
<li>Vintage condition: aged patina, honest wear consistent with age — see photos; will need a fresh string set</li>
</ul>",Handmade,Arts & Entertainment > Hobbies & Creative Arts > Musical Instruments > String Instruments,Oud,"Oud, Arabic Instruments, Vintage & Collectible, collector, middle eastern, mother of pearl, string instrument, vintage",true,Title,Default Title,,,,,OUD-02,2400,shopify,1,deny,manual,0.00,,true,true,,https://cdn.jsdelivr.net/gh/Divercitieslb/bob-music-store@main/import/images/OUD-02-01.jpg,1,Vintage Ornate Oud — Mother-of-Pearl Stars & Mosaic Inlay — Bob Music Store,false,Vintage Ornate Oud — Mother-of-Pearl Stars & Mosaic Inlay,"A richly decorated vintage oud for players and collectors alike. The aged golden soundboard is ringed with mother-of-pearl star — Bob Music Store, Beirut.",g,active
vintage-ornate-oud-mother-of-pearl-mosaic,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.jsdelivr.net/gh/Divercitieslb/bob-music-store@main/import/images/OUD-02-02.jpg,2,Vintage Ornate Oud — Mother-of-Pearl Stars & Mosaic Inlay — view 2,,,,,
handmade-oud-carved-flower-rosette-striped-bowl,"Handmade Oud — Carved Flower Rosette, Two-Tone Inlaid Bowl","<p>Handmade oud with a light spruce-style soundboard and a striking two-tone bowl: dark chocolate ribs inlaid with pale lance-shaped stripes and stacked diamond accents, finished in high gloss. The main soundhole carries a hand-carved flower-of-life rosette with a lace border, flanked by two smaller carved side rosettes.</p><ul>
<li>Carved main rosette + two side rosettes</li>
<li>Walnut-tone kite-shaped pickguard</li>
<li>Dark neck with black spade-style pegs (6+6)</li>
<li>High-gloss inlaid back</li>
<li>The photographed instrument is the exact one you receive</li>
</ul>",Handmade,Arts & Entertainment > Hobbies & Creative Arts > Musical Instruments > String Instruments,Oud,"Oud, Arabic Instruments, handmade, middle eastern, new, string instrument",true,Title,Default Title,,,,,OUD-01,2400,shopify,1,deny,manual,0.00,,true,true,,https://cdn.jsdelivr.net/gh/Divercitieslb/bob-music-store@main/import/images/OUD-01-01.jpg,1,"Handmade Oud — Carved Flower Rosette, Two-Tone Inlaid Bowl — Bob Music Store",false,"Handmade Oud — Carved Flower Rosette, Two-Tone Inlaid Bowl","Handmade oud with a light spruce-style soundboard and a striking two-tone bowl: dark chocolate ribs inlaid with pale — Bob Music Store, Beirut.",g,active
handmade-oud-carved-flower-rosette-striped-bowl,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.jsdelivr.net/gh/Divercitieslb/bob-music-store@main/import/images/OUD-01-02.jpg,2,"Handmade Oud — Carved Flower Rosette, Two-Tone Inlaid Bowl — view 2",,,,,
mosaic-darbuka-blue-magenta-diamond-mosaic,Mosaic Darbuka — Blue & Magenta Diamond Mosaic,"<p>A hand-decorated darbuka (doumbek) with a vivid cobalt-blue ground with magenta and white diamond columns running the full height of the shell. Cast aluminium shell with a tuneable synthetic head and a bolt-tuned rim, so it holds pitch through changes in humidity — the reason these travel and gig so well. The mosaic is applied and finished by hand, so no two shells are ever identical.</p>",Handmade,Arts & Entertainment > Hobbies & Creative Arts > Musical Instruments > Percussion,Darbuka,"Darbuka, Percussion, Arabic Instruments, doumbek, tabla, arabic percussion, mosaic, hand drum, middle eastern",true,Title,Default Title,,,,,DRM-56,2200,shopify,1,deny,manual,0.00,,true,true,,https://cdn.jsdelivr.net/gh/Divercitieslb/bob-music-store@main/import/images/DRM-56-01.jpg,1,Mosaic Darbuka — Blue & Magenta Diamond Mosaic — Bob Music Store,false,Mosaic Darbuka — Blue & Magenta Diamond Mosaic,"A hand-decorated darbuka (doumbek) with a vivid cobalt-blue ground with magenta and white diamond columns running the full — Bob Music Store, Beirut.",g,active
mosaic-darbuka-cream-rosette-medallions-honeycomb-neck,Mosaic Darbuka — Cream Rosette Medallions & Honeycomb Neck,"<p>A hand-decorated darbuka (doumbek) with cream mother-of-pearl mosaic with two large rosette medallions on the bowl and a fine honeycomb lattice down the waist. Cast aluminium shell with a tuneable synthetic head and a bolt-tuned rim, so it holds pitch through changes in humidity — the reason these travel and gig so well. The mosaic is applied and finished by hand, so no two shells are ever identical.</p>",Handmade,Arts & Entertainment > Hobbies & Creative Arts > Musical Instruments > Percussion,Darbuka,"Darbuka, Percussion, Arabic Instruments, doumbek, tabla, arabic percussion, mosaic, hand drum, middle eastern",true,Title,Default Title,,,,,DRM-57,2200,shopify,1,deny,manual,0.00,,true,true,,https://cdn.jsdelivr.net/gh/Divercitieslb/bob-music-store@main/import/images/DRM-57-01.jpg,1,Mosaic Darbuka — Cream Rosette Medallions & Honeycomb Neck — Bob Music Store,false,Mosaic Darbuka — Cream Rosette Medallions & Honeycomb Neck,"A hand-decorated darbuka (doumbek) with cream mother-of-pearl mosaic with two large rosette medallions on the bowl and a fine — Bob Music Store, Beirut.",g,active
mosaic-darbuka-monochrome-diamond-lattice,Mosaic Darbuka — Monochrome Diamond Lattice,"<p>A hand-decorated darbuka (doumbek) with a dense black-and-white diamond lattice covering the entire shell, one of the crispest geometric patterns in the set. Cast aluminium shell with a tuneable synthetic head and a bolt-tuned rim, so it holds pitch through changes in humidity — the reason these travel and gig so well. The mosaic is applied and finished by hand, so no two shells are ever identical.</p>",Handmade,Arts & Entertainment > Hobbies & Creative Arts > Musical Instruments > Percussion,Darbuka,"Darbuka, Percussion, Arabic Instruments, doumbek, tabla, arabic percussion, mosaic, hand drum, middle eastern",true,Title,Default Title,,,,,DRM-58,2200,shopify,1,deny,manual,0.00,,true,true,,https://cdn.jsdelivr.net/gh/Divercitieslb/bob-music-store@main/import/images/DRM-58-01.jpg,1,Mosaic Darbuka — Monochrome Diamond Lattice — Bob Music Store,false,Mosaic Darbuka — Monochrome Diamond Lattice,"A hand-decorated darbuka (doumbek) with a dense black-and-white diamond lattice covering the entire shell, one of the crispest — Bob Music Store, Beirut.",g,active
mosaic-darbuka-cream-snowflake-star-motifs,Mosaic Darbuka — Cream Snowflake & Star Motifs,"<p>A hand-decorated darbuka (doumbek) with a pale cream ground scattered with small black snowflake and star motifs, with banded borders at the head and foot. Cast aluminium shell with a tuneable synthetic head and a bolt-tuned rim, so it holds pitch through changes in humidity — the reason these travel and gig so well. The mosaic is applied and finished by hand, so no two shells are ever identical.</p>",Handmade,Arts & Entertainment > Hobbies & Creative Arts > Musical Instruments > Percussion,Darbuka,"Darbuka, Percussion, Arabic Instruments, doumbek, tabla, arabic percussion, mosaic, hand drum, middle eastern",true,Title,Default Title,,,,,DRM-59,2200,shopify,1,deny,manual,0.00,,true,true,,https://cdn.jsdelivr.net/gh/Divercitieslb/bob-music-store@main/import/images/DRM-59-01.jpg,1,Mosaic Darbuka — Cream Snowflake & Star Motifs — Bob Music Store,false,Mosaic Darbuka — Cream Snowflake & Star Motifs,"A hand-decorated darbuka (doumbek) with a pale cream ground scattered with small black snowflake and star motifs, with banded — Bob Music Store, Beirut.",g,active
mosaic-darbuka-stone-cream-with-diagonal-colour-stripe,Mosaic Darbuka — Stone Cream with Diagonal Colour Stripe,"<p>A hand-decorated darbuka (doumbek) with a stone-cream mosaic with a single diagonal stripe of red, blue and gold tesserae sweeping across the waist. Cast aluminium shell with a tuneable synthetic head and a bolt-tuned rim, so it holds pitch through changes in humidity — the reason these travel and gig so well. The mosaic is applied and finished by hand, so no two shells are ever identical.</p>",Handmade,Arts & Entertainment > Hobbies & Creative Arts > Musical Instruments > Percussion,Darbuka,"Darbuka, Percussion, Arabic Instruments, doumbek, tabla, arabic percussion, mosaic, hand drum, middle eastern",true,Title,Default Title,,,,,DRM-60,2200,shopify,1,deny,manual,0.00,,true,true,,https://cdn.jsdelivr.net/gh/Divercitieslb/bob-music-store@main/import/images/DRM-60-01.jpg,1,Mosaic Darbuka — Stone Cream with Diagonal Colour Stripe — Bob Music Store,false,Mosaic Darbuka — Stone Cream with Diagonal Colour Stripe,"A hand-decorated darbuka (doumbek) with a stone-cream mosaic with a single diagonal stripe of red, blue and gold tesserae — Bob Music Store, Beirut.",g,active
mosaic-darbuka-cream-with-blue-red-diamond-column,Mosaic Darbuka — Cream with Blue & Red Diamond Column,"<p>A hand-decorated darbuka (doumbek) with a cream shell with a central column of blue, red and gold diamonds framed by fine black borders. Cast aluminium shell with a tuneable synthetic head and a bolt-tuned rim, so it holds pitch through changes in humidity — the reason these travel and gig so well. The mosaic is applied and finished by hand, so no two shells are ever identical.</p>",Handmade,Arts & Entertainment > Hobbies & Creative Arts > Musical Instruments > Percussion,Darbuka,"Darbuka, Percussion, Arabic Instruments, doumbek, tabla, arabic percussion, mosaic, hand drum, middle eastern",true,Title,Default Title,,,,,DRM-61,2200,shopify,1,deny,manual,0.00,,true,true,,https://cdn.jsdelivr.net/gh/Divercitieslb/bob-music-store@main/import/images/DRM-61-01.jpg,1,Mosaic Darbuka — Cream with Blue & Red Diamond Column — Bob Music Store,false,Mosaic Darbuka — Cream with Blue & Red Diamond Column,"A hand-decorated darbuka (doumbek) with a cream shell with a central column of blue, red and gold diamonds framed by fine black — Bob Music Store, Beirut.",g,active
mosaic-darbuka-red-black-checkerboard-with-circle-medallions,Mosaic Darbuka — Red & Black Checkerboard with Circle Medallions,"<p>A hand-decorated darbuka (doumbek) with a bold red and black checkerboard band above a row of circular medallions on a cream ground. Cast aluminium shell with a tuneable synthetic head and a bolt-tuned rim, so it holds pitch through changes in humidity — the reason these travel and gig so well. The mosaic is applied and finished by hand, so no two shells are ever identical.</p>",Handmade,Arts & Entertainment > Hobbies & Creative Arts > Musical Instruments > Percussion,Darbuka,"Darbuka, Percussion, Arabic Instruments, doumbek, tabla, arabic percussion, mosaic, hand drum, middle eastern",true,Title,Default Title,,,,,DRM-62,2200,shopify,1,deny,manual,0.00,,true,true,,https://cdn.jsdelivr.net/gh/Divercitieslb/bob-music-store@main/import/images/DRM-62-01.jpg,1,Mosaic Darbuka — Red & Black Checkerboard with Circle Medallions — Bob Music Store,false,Mosaic Darbuka — Red & Black Checkerboard with Circle Med…,"A hand-decorated darbuka (doumbek) with a bold red and black checkerboard band above a row of circular medallions on a cream — Bob Music Store, Beirut.",g,active
mosaic-darbuka-cream-with-blue-gold-flower-medallions,Mosaic Darbuka — Cream with Blue & Gold Flower Medallions,"<p>A hand-decorated darbuka (doumbek) with a cream mosaic centred on large blue and gold flower medallions, with a fine chequered rim band. Cast aluminium shell with a tuneable synthetic head and a bolt-tuned rim, so it holds pitch through changes in humidity — the reason these travel and gig so well. The mosaic is applied and finished by hand, so no two shells are ever identical.</p>",Handmade,Arts & Entertainment > Hobbies & Creative Arts > Musical Instruments > Percussion,Darbuka,"Darbuka, Percussion, Arabic Instruments, doumbek, tabla, arabic percussion, mosaic, hand drum, middle eastern",true,Title,Default Title,,,,,DRM-63,2200,shopify,1,deny,manual,0.00,,true,true,,https://cdn.jsdelivr.net/gh/Divercitieslb/bob-music-store@main/import/images/DRM-63-01.jpg,1,Mosaic Darbuka — Cream with Blue & Gold Flower Medallions — Bob Music Store,false,Mosaic Darbuka — Cream with Blue & Gold Flower Medallions,"A hand-decorated darbuka (doumbek) with a cream mosaic centred on large blue and gold flower medallions, with a fine chequered — Bob Music Store, Beirut.",g,active
mosaic-darbuka-teal-crackle-lacquer,Mosaic Darbuka — Teal Crackle Lacquer,"<p>A hand-decorated darbuka (doumbek) with a turquoise crackle-lacquer finish over a pale ground, giving a weathered ceramic look with no mosaic at all. Cast aluminium shell with a tuneable synthetic head and a bolt-tuned rim, so it holds pitch through changes in humidity — the reason these travel and gig so well. The mosaic is applied and finished by hand, so no two shells are ever identical.</p>",Handmade,Arts & Entertainment > Hobbies & Creative Arts > Musical Instruments > Percussion,Darbuka,"Darbuka, Percussion, Arabic Instruments, doumbek, tabla, arabic percussion, mosaic, hand drum, middle eastern",true,Title,Default Title,,,,,DRM-64,2200,shopify,1,deny,manual,0.00,,true,true,,https://cdn.jsdelivr.net/gh/Divercitieslb/bob-music-store@main/import/images/DRM-64-01.jpg,1,Mosaic Darbuka — Teal Crackle Lacquer — Bob Music Store,false,Mosaic Darbuka — Teal Crackle Lacquer,"A hand-decorated darbuka (doumbek) with a turquoise crackle-lacquer finish over a pale ground, giving a weathered ceramic look — Bob Music Store, Beirut.",g,active
mosaic-darbuka-gloss-black-plain-lacquer,"Mosaic Darbuka — Gloss Black, Plain Lacquer","<p>A hand-decorated darbuka (doumbek) with a plain gloss black lacquer with no ornament — the quiet one, and the one working players tend to pick. Cast aluminium shell with a tuneable synthetic head and a bolt-tuned rim, so it holds pitch through changes in humidity — the reason these travel and gig so well. The mosaic is applied and finished by hand, so no two shells are ever identical.</p>",Handmade,Arts & Entertainment > Hobbies & Creative Arts > Musical Instruments > Percussion,Darbuka,"Darbuka, Percussion, Arabic Instruments, doumbek, tabla, arabic percussion, mosaic, hand drum, middle eastern",true,Title,Default Title,,,,,DRM-65,2200,shopify,1,deny,manual,0.00,,true,true,,https://cdn.jsdelivr.net/gh/Divercitieslb/bob-music-store@main/import/images/DRM-65-01.jpg,1,"Mosaic Darbuka — Gloss Black, Plain Lacquer — Bob Music Store",false,"Mosaic Darbuka — Gloss Black, Plain Lacquer","A hand-decorated darbuka (doumbek) with a plain gloss black lacquer with no ornament — the quiet one, and the one working — Bob Music Store, Beirut.",g,active
mosaic-darbuka-cream-with-deep-red-rosettes,Mosaic Darbuka — Cream with Deep Red Rosettes,"<p>A hand-decorated darbuka (doumbek) with a cream ground with large deep-red rosette medallions and a wide patterned collar at the head. Cast aluminium shell with a tuneable synthetic head and a bolt-tuned rim, so it holds pitch through changes in humidity — the reason these travel and gig so well. The mosaic is applied and finished by hand, so no two shells are ever identical.</p>",Handmade,Arts & Entertainment > Hobbies & Creative Arts > Musical Instruments > Percussion,Darbuka,"Darbuka, Percussion, Arabic Instruments, doumbek, tabla, arabic percussion, mosaic, hand drum, middle eastern",true,Title,Default Title,,,,,DRM-66,2200,shopify,1,deny,manual,0.00,,true,true,,https://cdn.jsdelivr.net/gh/Divercitieslb/bob-music-store@main/import/images/DRM-66-01.jpg,1,Mosaic Darbuka — Cream with Deep Red Rosettes — Bob Music Store,false,Mosaic Darbuka — Cream with Deep Red Rosettes,"A hand-decorated darbuka (doumbek) with a cream ground with large deep-red rosette medallions and a wide patterned collar — Bob Music Store, Beirut.",g,active
mosaic-darbuka-cream-arrow-panels-star-lattice,Mosaic Darbuka — Cream Arrow Panels & Star Lattice,"<p>A hand-decorated darbuka (doumbek) with cream mosaic with tall arrow-shaped panels rising from the foot and a star lattice across the bowl. Cast aluminium shell with a tuneable synthetic head and a bolt-tuned rim, so it holds pitch through changes in humidity — the reason these travel and gig so well. The mosaic is applied and finished by hand, so no two shells are ever identical.</p>",Handmade,Arts & Entertainment > Hobbies & Creative Arts > Musical Instruments > Percussion,Darbuka,"Darbuka, Percussion, Arabic Instruments, doumbek, tabla, arabic percussion, mosaic, hand drum, middle eastern",true,Title,Default Title,,,,,DRM-67,2200,shopify,1,deny,manual,0.00,,true,true,,https://cdn.jsdelivr.net/gh/Divercitieslb/bob-music-store@main/import/images/DRM-67-01.jpg,1,Mosaic Darbuka — Cream Arrow Panels & Star Lattice — Bob Music Store,false,Mosaic Darbuka — Cream Arrow Panels & Star Lattice,"A hand-decorated darbuka (doumbek) with cream mosaic with tall arrow-shaped panels rising from the foot and a star lattice — Bob Music Store, Beirut.",g,active
kq-2-violin-instrument-piezo-pickup-with-volume-control,KQ-2 Violin & Instrument Piezo Pickup with Volume Control,"<p>A clip-on piezo pickup with an inline volume and tone control — the simple way to amplify a violin, oud, saz, zither or bouzouki without any modification to the instrument. Sticks or clips to the body, runs to a standard jack, and comes off cleanly when you are done.</p>",Unbranded,Arts & Entertainment > Hobbies & Creative Arts > Musical Instrument & Orchestra Accessories,Pickup,"Tuners & Pickups, Strings & Accessories, pickup, piezo pickup, violin pickup, oud pickup, amplification, accessory, boxed",true,Title,Default Title,,,,,GEAR-16,180,shopify,1,deny,manual,0.00,,true,true,,https://cdn.jsdelivr.net/gh/Divercitieslb/bob-music-store@main/import/images/GEAR-16-01.jpg,1,KQ-2 Violin & Instrument Piezo Pickup with Volume Control — Bob Music Store,false,KQ-2 Violin & Instrument Piezo Pickup with Volume Control,"A clip-on piezo pickup with an inline volume and tone control — the simple way to amplify a violin, oud, saz, zither — Bob Music Store, Beirut.",g,active
yamaha-yt-100-guitar-bass-auto-tuner,Yamaha YT-100 Guitar & Bass Auto Tuner,"<p>The Yamaha YT-100 auto tuner for guitar and bass — LED indication across every string of both instruments, a built-in microphone for acoustic use and a jack input for electrics. Simple, fast and accurate, from a maker whose tuners have a long reputation for holding calibration.</p>",Yamaha,Arts & Entertainment > Hobbies & Creative Arts > Musical Instrument & Orchestra Accessories,Tuner,"Tuners & Pickups, Strings & Accessories, tuner, guitar tuner, bass tuner, yamaha, yt-100, chromatic, accessory",true,Title,Default Title,,,,,GEAR-17,110,shopify,1,deny,manual,0.00,,true,true,,https://cdn.jsdelivr.net/gh/Divercitieslb/bob-music-store@main/import/images/GEAR-17-01.jpg,1,Yamaha YT-100 Guitar & Bass Auto Tuner — Bob Music Store,false,Yamaha YT-100 Guitar & Bass Auto Tuner,"The Yamaha YT-100 auto tuner for guitar and bass — LED indication across every string of both instruments, a built-in — Bob Music Store, Beirut.",g,active
fender-ft-004-clip-on-chromatic-tuner,Fender FT-004 Clip-On Chromatic Tuner,"<p>The Fender FT-004 clip-on chromatic tuner, with a bright colour display on a ball-joint clip that rotates to face you from any angle. It reads vibration through the headstock, so it tunes accurately in a noisy room where a microphone tuner cannot. Fits guitar, bass, ukulele, oud and violin.</p>",Fender,Arts & Entertainment > Hobbies & Creative Arts > Musical Instrument & Orchestra Accessories,Tuner,"Tuners & Pickups, Strings & Accessories, tuner, clip on tuner, chromatic tuner, fender, ft-004, accessory",true,Title,Default Title,,,,,GEAR-18,110,shopify,1,deny,manual,0.00,,true,true,,https://cdn.jsdelivr.net/gh/Divercitieslb/bob-music-store@main/import/images/GEAR-18-01.jpg,1,Fender FT-004 Clip-On Chromatic Tuner — Bob Music Store,false,Fender FT-004 Clip-On Chromatic Tuner,"The Fender FT-004 clip-on chromatic tuner, with a bright colour display on a ball-joint clip that rotates to face you from any — Bob Music Store, Beirut.",g,active
maxtone-bc-650-chromatic-tuner-guitar-bass-microphone,"Maxtone BC-650 Chromatic Tuner — Guitar, Bass & Microphone","<p>The Maxtone BC-650 chromatic tuner with LED indication for every guitar and bass string, a built-in microphone and a jack input. Clear per-string markings mean beginners can tune without knowing note names yet — one of the reasons we keep recommending it for first guitars.</p>",Maxtone,Arts & Entertainment > Hobbies & Creative Arts > Musical Instrument & Orchestra Accessories,Tuner,"Tuners & Pickups, Strings & Accessories, tuner, chromatic tuner, guitar tuner, bass tuner, maxtone, bc-650, accessory",true,Title,Default Title,,,,,GEAR-19,110,shopify,1,deny,manual,0.00,,true,true,,https://cdn.jsdelivr.net/gh/Divercitieslb/bob-music-store@main/import/images/GEAR-19-01.jpg,1,"Maxtone BC-650 Chromatic Tuner — Guitar, Bass & Microphone — Bob Music Store",false,"Maxtone BC-650 Chromatic Tuner — Guitar, Bass & Microphone","The Maxtone BC-650 chromatic tuner with LED indication for every guitar and bass string, a built-in microphone and a jack input — Bob Music Store, Beirut.",g,active
chromatic-clip-on-tuner-with-backlit-display,Chromatic Clip-On Tuner with Backlit Display,"<p>A chromatic clip-on tuner with a backlit display and a sprung, rotating clip. Chromatic mode tunes any instrument to any note, with dedicated guitar, bass, violin and ukulele modes for quicker work. Runs for months on a coin cell and folds flat against the headstock.</p>",Unbranded,Arts & Entertainment > Hobbies & Creative Arts > Musical Instrument & Orchestra Accessories,Tuner,"Tuners & Pickups, Strings & Accessories, tuner, clip on tuner, chromatic tuner, backlit, accessory",true,Title,Default Title,,,,,GEAR-20,110,shopify,1,deny,manual,0.00,,true,true,,https://cdn.jsdelivr.net/gh/Divercitieslb/bob-music-store@main/import/images/GEAR-20-01.jpg,1,Chromatic Clip-On Tuner with Backlit Display — Bob Music Store,false,Chromatic Clip-On Tuner with Backlit Display,"A chromatic clip-on tuner with a backlit display and a sprung, rotating clip — Bob Music Store, Beirut.",g,active
ad-20-acoustic-guitar-transducer-pickup-soundhole-mount,AD-20 Acoustic Guitar Transducer Pickup — Soundhole Mount,"<p>The AD-20 transducer pickup mounts inside the soundhole of an acoustic guitar and runs to a standard jack — no drilling, no permanent fitting, and off again in seconds. A clean, feedback-resistant way to plug an acoustic into an amp or PA. Supplied sealed on its retail card with cable and fittings.</p>",Unbranded,Arts & Entertainment > Hobbies & Creative Arts > Musical Instrument & Orchestra Accessories,Pickup,"Tuners & Pickups, Strings & Accessories, pickup, transducer, acoustic guitar pickup, soundhole pickup, amplification, accessory",true,Title,Default Title,,,,,GEAR-21,180,shopify,1,deny,manual,0.00,,true,true,,https://cdn.jsdelivr.net/gh/Divercitieslb/bob-music-store@main/import/images/GEAR-21-01.jpg,1,AD-20 Acoustic Guitar Transducer Pickup — Soundhole Mount — Bob Music Store,false,AD-20 Acoustic Guitar Transducer Pickup — Soundhole Mount,"The AD-20 transducer pickup mounts inside the soundhole of an acoustic guitar and runs to a standard jack — no drilling, no — Bob Music Store, Beirut.",g,active
ad-20-acoustic-guitar-transducer-pickup-soundhole-mount,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.jsdelivr.net/gh/Divercitieslb/bob-music-store@main/import/images/GEAR-21-02.jpg,2,AD-20 Acoustic Guitar Transducer Pickup — Soundhole Mount — view 2,,,,,
microphone-floor-stand-heavy-round-base-boxed,"Microphone Floor Stand — Heavy Round Base, Boxed","<p>A heavy-duty microphone floor stand with a weighted round base and a telescopic upright — the stable choice for conference rooms, churches and stages where a tripod would be a trip hazard. Supplied boxed with its mic clip and standard thread adapter.</p>",Unbranded,Arts & Entertainment > Hobbies & Creative Arts > Musical Instrument & Orchestra Accessories,Microphone Stand,"Stands, Strings & Accessories, microphone stand, mic stand, floor stand, round base, accessory, boxed",true,Title,Default Title,,,,,GEAR-22,2400,shopify,1,deny,manual,0.00,,true,true,,https://cdn.jsdelivr.net/gh/Divercitieslb/bob-music-store@main/import/images/GEAR-22-01.jpg,1,"Microphone Floor Stand — Heavy Round Base, Boxed — Bob Music Store",false,"Microphone Floor Stand — Heavy Round Base, Boxed","A heavy-duty microphone floor stand with a weighted round base and a telescopic upright — the stable choice for conference — Bob Music Store, Beirut.",g,active
professional-microphone-stand-telescopic-boom-boxed,"Professional Microphone Stand — Telescopic Boom, Boxed","<p>A professional telescopic boom microphone stand with a folding tripod base — the standard stand for stage, studio and rehearsal. The boom arm swings and extends to place the capsule exactly where it needs to be, over a kit or in front of a seated player. Supplied boxed with clip and adapter.</p>",Unbranded,Arts & Entertainment > Hobbies & Creative Arts > Musical Instrument & Orchestra Accessories,Microphone Stand,"Stands, Strings & Accessories, microphone stand, mic stand, boom stand, telescopic, accessory, boxed",true,Title,Default Title,,,,,GEAR-23,2400,shopify,1,deny,manual,0.00,,true,true,,https://cdn.jsdelivr.net/gh/Divercitieslb/bob-music-store@main/import/images/GEAR-23-01.jpg,1,"Professional Microphone Stand — Telescopic Boom, Boxed — Bob Music Store",false,"Professional Microphone Stand — Telescopic Boom, Boxed","A professional telescopic boom microphone stand with a folding tripod base — the standard stand for stage, studio and rehearsal — Bob Music Store, Beirut.",g,active
e622-padded-guitar-strap-wide-webbing-with-leather-ends,E622 Padded Guitar Strap — Wide Webbing with Leather Ends,"<p>A wide padded guitar strap on strong webbing with reinforced leather-look ends and a sliding length adjuster. The padding spreads the weight of a heavier electric or bass across the shoulder, which is what saves your back over a long set. Boxed, and available in the colours shown.</p>",Unbranded,Arts & Entertainment > Hobbies & Creative Arts > Musical Instrument & Orchestra Accessories,Guitar Strap,"Straps, Strings & Accessories, guitar strap, padded strap, strap, accessory, boxed",true,Colour,Black,,,,,GEAR-24-BLACK,220,shopify,1,deny,manual,0.00,,true,true,,https://cdn.jsdelivr.net/gh/Divercitieslb/bob-music-store@main/import/images/GEAR-24-01.jpg,1,E622 Padded Guitar Strap — Wide Webbing with Leather Ends — Bob Music Store,false,E622 Padded Guitar Strap — Wide Webbing with Leather Ends,"A wide padded guitar strap on strong webbing with reinforced leather-look ends and a sliding length adjuster — Bob Music Store, Beirut.",g,active
e622-padded-guitar-strap-wide-webbing-with-leather-ends,,,,,,,,Colour,Blue,,,,,GEAR-24-BLUE,220,shopify,1,deny,manual,0.00,,true,true,,,,,false,,,g,
e622-padded-guitar-strap-wide-webbing-with-leather-ends,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.jsdelivr.net/gh/Divercitieslb/bob-music-store@main/import/images/GEAR-24-02.jpg,2,E622 Padded Guitar Strap — Wide Webbing with Leather Ends — view 2,,,,,
warlock-style-electric-guitar-gloss-blue-sharp-horn-body,"Warlock-Style Electric Guitar — Gloss Blue, Sharp-Horn Body","<p>A pointed ""warlock"" style electric guitar in gloss blue — the shape metal and hard-rock players reach for. Twin humbuckers, bolt-on neck with a rosewood-look fingerboard and dot inlays, three-way selector with volume and tone, and a fixed bridge with through-body stringing that keeps tuning steady under heavy playing.</p>",Unbranded,Arts & Entertainment > Hobbies & Creative Arts > Musical Instruments > String Instruments > Guitars,Electric Guitar,"Electric Guitars, Guitars & Bass, electric guitar, metal guitar, warlock, pointed body, blue, rock",true,Title,Default Title,,,,,GTR-25,3600,shopify,1,deny,manual,0.00,,true,true,,https://cdn.jsdelivr.net/gh/Divercitieslb/bob-music-store@main/import/images/GTR-25-01.jpg,1,"Warlock-Style Electric Guitar — Gloss Blue, Sharp-Horn Body — Bob Music Store",false,"Warlock-Style Electric Guitar — Gloss Blue, Sharp-Horn Body","A pointed ""warlock"" style electric guitar in gloss blue — the shape metal and hard-rock players reach for — Bob Music Store, Beirut.",g,active
